mother	embryo	het_sites_total	het_sites_mismatch	het_match_percentage	hom_sites_total	hom_sites_mismatch	hom_match_percentage	total_sites	total_mismatch	total_match_percentage
MHenryFDupont_589732	MHenryFDupont_589732_e12	19639	5688	71.0	17471	7877	54.9	37110	13565	63.4
MHenryFDupont_589732	MHenryFDupont_589732_e13	4448	1564	64.8	4256	1894	55.5	8704	3458	60.3
MHenryFDupont_589732	MHenryFDupont_589732_e14	9909	3800	61.7	7539	2899	61.5	17448	6699	61.6
MHenryFDupont_589732	MHenryFDupont_589732_e15	627	123	80.4	498	229	54.0	1125	352	68.7
MHenryFDupont_589732	MHenryFDupont_589732_e16	3456	650	81.2	3300	1782	46.0	6756	2432	64.0
MHenryFDupont_589732	MHenryFDupont_589732_e17	5604	697	87.6	4994	3286	34.2	10598	3983	62.4
MHenryFDupont_589732	MHenryFDupont_589732_e18	828	269	67.5	806	359	55.5	1634	628	61.6
MHenryFDupont_589732	MHenryFDupont_589732_e19	12434	2825	77.3	11620	5363	53.8	24054	8188	66.0
MHenryFDupont_589732	MHenryFDupont_589732_e2	7321	1029	85.9	6383	3488	45.4	13704	4517	67.0
MHenryFDupont_589732	MHenryFDupont_589732_e20	3443	794	76.9	2951	1393	52.8	6394	2187	65.8
MHenryFDupont_589732	MHenryFDupont_589732_e21	1222	269	78.0	1171	652	44.3	2393	921	61.5
MHenryFDupont_589732	MHenryFDupont_589732_e22	6013	1391	76.9	5485	2316	57.8	11498	3707	67.8
MHenryFDupont_589732	MHenryFDupont_589732_e3	5771	1235	78.6	4759	2017	57.6	10530	3252	69.1
MHenryFDupont_589732	MHenryFDupont_589732_e4	2305	643	72.1	1859	851	54.2	4164	1494	64.1
MHenryFDupont_589732	MHenryFDupont_589732_e5	5036	1467	70.9	4417	2231	49.5	9453	3698	60.9
MHenryFDupont_589732	MHenryFDupont_589732_e6	8868	2968	66.5	8553	3996	53.3	17421	6964	60.0
MHenryFDupont_589732	MHenryFDupont_589732_e7	596	199	66.6	574	269	53.1	1170	468	60.0
MHenryFDupont_589732	MHenryFDupont_589732_e8	1154	254	78.0	1030	513	50.2	2184	767	64.9
MHenryFDupont_589732	MHenryFDupont_589732_e9	294	59	79.9	230	148	35.7	524	207	60.5
MHenryFDupont_589732	MHenryFDupont_589732_sim_e1	84	4	95.2	24	0	100.0	108	4	96.3
MHenryFDupont_589732	MHenryFDupont_589732_sim_e2	71	2	97.2	17	0	100.0	88	2	97.7
MHenryFDupont_589732	MHenryFDupont_589732_sim_e3	92	5	94.6	20	0	100.0	112	5	95.5
MHenryFDupont_589732	MHenryFDupont_589732_sim_e4	14811	214	98.6	5121	3	99.9	19932	217	98.9
MHenryFDupont_589732	MHenryFDupont_589732_sim_e5	14534	160	98.9	5072	10	99.8	19606	170	99.1
MHenryFDupont_589732	MHenryFDupont_589732_sim_e6	14748	175	98.8	5179	8	99.8	19927	183	99.1
MMcClintockGrimes_589124	MMcClintockGrimes_589124_a	5678	139	97.6	2388	47	98.0	8066	186	97.7
MMcClintockGrimes_589124	MMcClintockGrimes_589124_e1	12231	3011	75.4	8515	3770	55.7	20746	6781	67.3
MMcClintockGrimes_589124	MMcClintockGrimes_589124_e10	1330	404	69.6	2463	2015	18.2	3793	2419	36.2
MMcClintockGrimes_589124	MMcClintockGrimes_589124_e11	20898	5583	73.3	19031	10719	43.7	39929	16302	59.2
MMcClintockGrimes_589124	MMcClintockGrimes_589124_e12	0	0	NA	0	0	NA	0	0	NA
MMcClintockGrimes_589124	MMcClintockGrimes_589124_e13	28533	7802	72.7	59763	49106	17.8	88296	56908	35.5
MMcClintockGrimes_589124	MMcClintockGrimes_589124_e14	179	53	70.4	361	305	15.5	540	358	33.7
MMcClintockGrimes_589124	MMcClintockGrimes_589124_e15	6555	1415	78.4	6710	4176	37.8	13265	5591	57.9
MMcClintockGrimes_589124	MMcClintockGrimes_589124_e16	1409	341	75.8	1025	579	43.5	2434	920	62.2
MMcClintockGrimes_589124	MMcClintockGrimes_589124_e17	0	0	NA	0	0	NA	0	0	NA
MMcClintockGrimes_589124	MMcClintockGrimes_589124_e18	4263	900	78.9	4330	2792	35.5	8593	3692	57.0
MMcClintockGrimes_589124	MMcClintockGrimes_589124_e19	20178	5224	74.1	50484	43461	13.9	70662	48685	31.1
MMcClintockGrimes_589124	MMcClintockGrimes_589124_e2	6310	1844	70.8	5231	2687	48.6	11541	4531	60.7
MMcClintockGrimes_589124	MMcClintockGrimes_589124_e3	558	129	76.9	496	299	39.7	1054	428	59.4
MMcClintockGrimes_589124	MMcClintockGrimes_589124_e4	0	0	NA	0	0	NA	0	0	NA
MMcClintockGrimes_589124	MMcClintockGrimes_589124_e5	3251	1125	65.4	2803	1508	46.2	6054	2633	56.5
MMcClintockGrimes_589124	MMcClintockGrimes_589124_e6	21291	5143	75.8	21272	13770	35.3	42563	18913	55.6
MMcClintockGrimes_589124	MMcClintockGrimes_589124_e7	31002	5603	81.9	20048	11206	44.1	51050	16809	67.1
MMcClintockGrimes_589124	MMcClintockGrimes_589124_e8	4299	1075	75.0	4146	2517	39.3	8445	3592	57.5
MMcClintockGrimes_589124	MMcClintockGrimes_589124_e9	8630	2157	75.0	18898	15957	15.6	27528	18114	34.2
MMcClintockGrimes_589124	MMcClintockGrimes_589124_sim_e1	77	3	96.1	15	0	100.0	92	3	96.7
MMcClintockGrimes_589124	MMcClintockGrimes_589124_sim_e2	81	3	96.3	17	0	100.0	98	3	96.9
MMcClintockGrimes_589124	MMcClintockGrimes_589124_sim_e3	82	1	98.8	12	0	100.0	94	1	98.9
MMcClintockGrimes_589124	MMcClintockGrimes_589124_sim_e4	10398	148	98.6	2811	2	99.9	13209	150	98.9
MMcClintockGrimes_589124	MMcClintockGrimes_589124_sim_e5	10410	139	98.7	2812	2	99.9	13222	141	98.9
MMcClintockGrimes_589124	MMcClintockGrimes_589124_sim_e6	10325	151	98.5	2819	4	99.9	13144	155	98.8
MRalphShay_589734	MRalphShay_589734_a	22941	582	97.5	5930	115	98.1	28871	697	97.6
MRalphShay_589734	MRalphShay_589734_b	16629	365	97.8	4309	81	98.1	20938	446	97.9
MRalphShay_589734	MRalphShay_589734_c	27765	596	97.9	7121	126	98.2	34886	722	97.9
MRalphShay_589734	MRalphShay_589734_e1	5180	976	81.2	3230	1744	46.0	8410	2720	67.7
MRalphShay_589734	MRalphShay_589734_e10	575	141	75.5	455	207	54.5	1030	348	66.2
MRalphShay_589734	MRalphShay_589734_e11	5518	868	84.3	3765	2261	39.9	9283	3129	66.3
MRalphShay_589734	MRalphShay_589734_e12	5608	873	84.4	4076	2441	40.1	9684	3314	65.8
MRalphShay_589734	MRalphShay_589734_e13	5233	1080	79.4	4526	2498	44.8	9759	3578	63.3
MRalphShay_589734	MRalphShay_589734_e14	3208	748	76.7	2226	1184	46.8	5434	1932	64.4
MRalphShay_589734	MRalphShay_589734_e15	7108	2455	65.5	5781	3537	38.8	12889	5992	53.5
MRalphShay_589734	MRalphShay_589734_e16	8272	1362	83.5	5105	2914	42.9	13377	4276	68.0
MRalphShay_589734	MRalphShay_589734_e17	433	109	74.8	379	178	53.0	812	287	64.7
MRalphShay_589734	MRalphShay_589734_e18	1880	474	74.8	1472	767	47.9	3352	1241	63.0
MRalphShay_589734	MRalphShay_589734_e19	5806	701	87.9	3229	1918	40.6	9035	2619	71.0
MRalphShay_589734	MRalphShay_589734_e2	2460	648	73.7	1932	1067	44.8	4392	1715	61.0
MRalphShay_589734	MRalphShay_589734_e20	6277	880	86.0	3647	1822	50.0	9924	2702	72.8
MRalphShay_589734	MRalphShay_589734_e21	12786	3642	71.5	7016	3365	52.0	19802	7007	64.6
MRalphShay_589734	MRalphShay_589734_e22	4080	1360	66.7	2723	1415	48.0	6803	2775	59.2
MRalphShay_589734	MRalphShay_589734_e3	6764	2306	65.9	2143	38	98.2	8907	2344	73.7
MRalphShay_589734	MRalphShay_589734_e4	14405	2738	81.0	10856	5716	47.3	25261	8454	66.5
MRalphShay_589734	MRalphShay_589734_e6	6208	1316	78.8	4727	2550	46.1	10935	3866	64.6
MRalphShay_589734	MRalphShay_589734_e7	3332	585	82.4	2643	1501	43.2	5975	2086	65.1
MRalphShay_589734	MRalphShay_589734_e8	9017	1697	81.2	7217	3891	46.1	16234	5588	65.6
MRalphShay_589734	MRalphShay_589734_e9	817	179	78.1	604	362	40.1	1421	541	61.9
MRalphShay_589734	MRalphShay_589734_sim_e1	67	5	92.5	7	0	100.0	74	5	93.2
MRalphShay_589734	MRalphShay_589734_sim_e2	70	4	94.3	9	0	100.0	79	4	94.9
MRalphShay_589734	MRalphShay_589734_sim_e3	69	1	98.6	8	0	100.0	77	1	98.7
MRalphShay_589734	MRalphShay_589734_sim_e4	13339	146	98.9	2510	3	99.9	15849	149	99.1
MRalphShay_589734	MRalphShay_589734_sim_e5	13508	157	98.8	2490	4	99.8	15998	161	99.0
MRalphShay_589734	MRalphShay_589734_sim_e6	13402	135	99.0	2607	7	99.7	16009	142	99.1
MRobinson_589455	MRobinson_589455_a	22084	528	97.6	15563	217	98.6	37647	745	98.0
MRobinson_589455	MRobinson_589455_b	12856	292	97.7	8996	134	98.5	21852	426	98.1
MRobinson_589455	MRobinson_589455_e1	2243	201	91.0	2360	25	98.9	4603	226	95.1
MRobinson_589455	MRobinson_589455_e10	593	66	88.9	634	407	35.8	1227	473	61.5
MRobinson_589455	MRobinson_589455_e11	7406	2587	65.1	7144	3194	55.3	14550	5781	60.3
MRobinson_589455	MRobinson_589455_e12	11696	3927	66.4	13658	4618	66.2	25354	8545	66.3
MRobinson_589455	MRobinson_589455_e13	11638	2966	74.5	15465	6365	58.8	27103	9331	65.6
MRobinson_589455	MRobinson_589455_e14	9602	1976	79.4	14999	8786	41.4	24601	10762	56.3
MRobinson_589455	MRobinson_589455_e15	34410	6327	81.6	54360	34474	36.6	88770	40801	54.0
MRobinson_589455	MRobinson_589455_e16	27012	8477	68.6	25215	370	98.5	52227	8847	83.1
MRobinson_589455	MRobinson_589455_e17	14826	2167	85.4	19746	12162	38.4	34572	14329	58.6
MRobinson_589455	MRobinson_589455_e18	27799	3976	85.7	43599	27174	37.7	71398	31150	56.4
MRobinson_589455	MRobinson_589455_e19	807	124	84.6	1045	661	36.7	1852	785	57.6
MRobinson_589455	MRobinson_589455_e2	2158	887	58.9	2115	27	98.7	4273	914	78.6
MRobinson_589455	MRobinson_589455_e20	13649	1769	87.0	21608	14437	33.2	35257	16206	54.0
MRobinson_589455	MRobinson_589455_e21	6467	1742	73.1	7687	3076	60.0	14154	4818	66.0
MRobinson_589455	MRobinson_589455_e22	3698	301	91.9	4836	3271	32.4	8534	3572	58.1
MRobinson_589455	MRobinson_589455_e23	25166	2821	88.8	30464	15552	48.9	55630	18373	67.0
MRobinson_589455	MRobinson_589455_e3	3453	530	84.7	3490	51	98.5	6943	581	91.6
MRobinson_589455	MRobinson_589455_e4	3009	1036	65.6	3652	1092	70.1	6661	2128	68.1
MRobinson_589455	MRobinson_589455_e5	39604	15185	61.7	46234	19878	57.0	85838	35063	59.2
MRobinson_589455	MRobinson_589455_e6	1077	325	69.8	1279	495	61.3	2356	820	65.2
MRobinson_589455	MRobinson_589455_e7	34493	9366	72.8	38137	11797	69.1	72630	21163	70.9
MRobinson_589455	MRobinson_589455_e8	10409	1206	88.4	14502	10301	29.0	24911	11507	53.8
MRobinson_589455	MRobinson_589455_e9	549	136	75.2	768	381	50.4	1317	517	60.7
MRobinson_589455	MRobinson_589455_sim_e1	60	2	96.7	20	0	100.0	80	2	97.5
MRobinson_589455	MRobinson_589455_sim_e2	48	2	95.8	23	0	100.0	71	2	97.2
MRobinson_589455	MRobinson_589455_sim_e3	39	4	89.7	21	0	100.0	60	4	93.3
MRobinson_589455	MRobinson_589455_sim_e4	10836	129	98.8	5550	8	99.9	16386	137	99.2
MRobinson_589455	MRobinson_589455_sim_e5	10815	123	98.9	5655	10	99.8	16470	133	99.2
MRobinson_589455	MRobinson_589455_sim_e6	10832	111	99.0	5656	8	99.9	16488	119	99.3
MYellowAutumnCrabapple_588922	MYellowAutumnCrabapple_588922_a	14153	379	97.3	3744	99	97.4	17897	478	97.3
MYellowAutumnCrabapple_588922	MYellowAutumnCrabapple_588922_b	9299	279	97.0	2383	62	97.4	11682	341	97.1
MYellowAutumnCrabapple_588922	MYellowAutumnCrabapple_588922_c	11017	261	97.6	2890	90	96.9	13907	351	97.5
MYellowAutumnCrabapple_588922	MYellowAutumnCrabapple_588922_e1	1825	569	68.8	1556	901	42.1	3381	1470	56.5
MYellowAutumnCrabapple_588922	MYellowAutumnCrabapple_588922_e10	8226	3635	55.8	4122	1789	56.6	12348	5424	56.1
MYellowAutumnCrabapple_588922	MYellowAutumnCrabapple_588922_e11	2176	594	72.7	1294	739	42.9	3470	1333	61.6
MYellowAutumnCrabapple_588922	MYellowAutumnCrabapple_588922_e12	21761	5664	74.0	13828	7048	49.0	35589	12712	64.3
MYellowAutumnCrabapple_588922	MYellowAutumnCrabapple_588922_e13	157	86	45.2	88	38	56.8	245	124	49.4
MYellowAutumnCrabapple_588922	MYellowAutumnCrabapple_588922_e14	26765	8278	69.1	18482	10417	43.6	45247	18695	58.7
MYellowAutumnCrabapple_588922	MYellowAutumnCrabapple_588922_e15	25300	10837	57.2	12224	5371	56.1	37524	16208	56.8
MYellowAutumnCrabapple_588922	MYellowAutumnCrabapple_588922_e17	165	71	57.0	91	37	59.3	256	108	57.8
MYellowAutumnCrabapple_588922	MYellowAutumnCrabapple_588922_e18	3189	753	76.4	2429	1417	41.7	5618	2170	61.4
MYellowAutumnCrabapple_588922	MYellowAutumnCrabapple_588922_e19	27336	6876	74.8	21664	12697	41.4	49000	19573	60.1
MYellowAutumnCrabapple_588922	MYellowAutumnCrabapple_588922_e2	33953	5472	83.9	24000	14094	41.3	57953	19566	66.2
MYellowAutumnCrabapple_588922	MYellowAutumnCrabapple_588922_e20	4240	948	77.6	3145	1688	46.3	7385	2636	64.3
MYellowAutumnCrabapple_588922	MYellowAutumnCrabapple_588922_e21	7090	2897	59.1	4493	2068	54.0	11583	4965	57.1
