mother	embryo	het_sites_total	het_sites_mismatch	het_match_percentage	hom_sites_total	hom_sites_mismatch	hom_match_percentage	total_sites	total_mismatch	total_match_percentage
Mhupehensis_633818	Mhupehensis_633818_e13	78764	3671	95.3	60536	1018	98.3	139300	4689	96.6
Mhupehensis_633818	Mhupehensis_633818_e14	81353	3702	95.4	63120	951	98.5	144473	4653	96.8
Mhupehensis_633818	Mhupehensis_633818_e15	51568	2708	94.7	39870	732	98.2	91438	3440	96.2
Mhupehensis_633818	Mhupehensis_633818_e16	61533	3224	94.8	48544	679	98.6	110077	3903	96.5
Mhupehensis_633818	Mhupehensis_633818_e17	65702	3256	95.0	50883	887	98.3	116585	4143	96.4
Mhupehensis_633818	Mhupehensis_633818_e18	31112	1913	93.9	24479	536	97.8	55591	2449	95.6
Mhupehensis_633818	Mhupehensis_633818_e19	13013	848	93.5	10053	216	97.9	23066	1064	95.4
Mhupehensis_633818	Mhupehensis_633818_e2	2055	177	91.4	1762	42	97.6	3817	219	94.3
Mhupehensis_633818	Mhupehensis_633818_e20	45433	2354	94.8	35095	654	98.1	80528	3008	96.3
Mhupehensis_633818	Mhupehensis_633818_e21	84126	3264	96.1	79617	18827	76.4	163743	22091	86.5
Mhupehensis_633818	Mhupehensis_633818_e22	105861	4554	95.7	78307	1332	98.3	184168	5886	96.8
Mhupehensis_633818	Mhupehensis_633818_e23	73980	3517	95.2	57172	1035	98.2	131152	4552	96.5
Mhupehensis_633818	Mhupehensis_633818_e3	44907	2613	94.2	34561	585	98.3	79468	3198	96.0
Mhupehensis_633818	Mhupehensis_633818_e4	45704	2651	94.2	36187	608	98.3	81891	3259	96.0
Mhupehensis_633818	Mhupehensis_633818_e5	22806	1258	94.5	17892	377	97.9	40698	1635	96.0
Mhupehensis_633818	Mhupehensis_633818_e6	2693	233	91.3	2375	35	98.5	5068	268	94.7
Mhupehensis_633818	Mhupehensis_633818_e7	36809	1989	94.6	28553	627	97.8	65362	2616	96.0
Mhupehensis_633818	Mhupehensis_633818_e8	78048	3904	95.0	59803	1171	98.0	137851	5075	96.3
Mhupehensis_633818	Mhupehensis_633818_e9	1717	167	90.3	1602	39	97.6	3319	206	93.8
Mhupehensis_633818	Mhupehensis_633818_sim_e1	31185	729	97.7	15470	27	99.8	46655	756	98.4
Mhupehensis_633818	Mhupehensis_633818_sim_e10	3188	81	97.5	1365	2	99.9	4553	83	98.2
Mhupehensis_633818	Mhupehensis_633818_sim_e11	3289	77	97.7	1341	4	99.7	4630	81	98.3
Mhupehensis_633818	Mhupehensis_633818_sim_e12	3279	110	96.6	1330	4	99.7	4609	114	97.5
Mhupehensis_633818	Mhupehensis_633818_sim_e2	31230	767	97.5	15528	34	99.8	46758	801	98.3
Mhupehensis_633818	Mhupehensis_633818_sim_e3	31329	755	97.6	15356	23	99.9	46685	778	98.3
Mhupehensis_633818	Mhupehensis_633818_sim_e4	181843	2337	98.7	105152	72	99.9	286995	2409	99.2
Mhupehensis_633818	Mhupehensis_633818_sim_e5	182021	2265	98.8	105467	95	99.9	287488	2360	99.2
Mhupehensis_633818	Mhupehensis_633818_sim_e6	182780	2300	98.7	104538	73	99.9	287318	2373	99.2
Mhupehensis_633818	Mhupehensis_633818_sim_e7	229531	1856	99.2	132066	50	100.0	361597	1906	99.5
Mhupehensis_633818	Mhupehensis_633818_sim_e8	229023	1904	99.2	132542	44	100.0	361565	1948	99.5
Mhupehensis_633818	Mhupehensis_633818_sim_e9	228568	1756	99.2	132602	55	100.0	361170	1811	99.5
Mplatycarpa_589415	Mplatycarpa_589415_e1	89381	12496	86.0	16109	1850	88.5	105490	14346	86.4
Mplatycarpa_589415	Mplatycarpa_589415_e10	13546	2080	84.6	2580	254	90.2	16126	2334	85.5
Mplatycarpa_589415	Mplatycarpa_589415_e11	22791	2927	87.2	4211	473	88.8	27002	3400	87.4
Mplatycarpa_589415	Mplatycarpa_589415_e12	2984	446	85.1	602	77	87.2	3586	523	85.4
Mplatycarpa_589415	Mplatycarpa_589415_e13	1444	210	85.5	306	39	87.3	1750	249	85.8
Mplatycarpa_589415	Mplatycarpa_589415_e14	12266	717	94.2	3671	1961	46.6	15937	2678	83.2
Mplatycarpa_589415	Mplatycarpa_589415_e15	43541	6390	85.3	8086	858	89.4	51627	7248	86.0
Mplatycarpa_589415	Mplatycarpa_589415_e16	97369	8935	90.8	16537	1850	88.8	113906	10785	90.5
Mplatycarpa_589415	Mplatycarpa_589415_e17	87736	4512	94.9	27656	16731	39.5	115392	21243	81.6
Mplatycarpa_589415	Mplatycarpa_589415_e18	35095	4390	87.5	6419	716	88.8	41514	5106	87.7
Mplatycarpa_589415	Mplatycarpa_589415_e19	34935	4184	88.0	6428	613	90.5	41363	4797	88.4
Mplatycarpa_589415	Mplatycarpa_589415_e2	34196	4224	87.6	6425	695	89.2	40621	4919	87.9
Mplatycarpa_589415	Mplatycarpa_589415_e20	28889	3568	87.6	5190	553	89.3	34079	4121	87.9
Mplatycarpa_589415	Mplatycarpa_589415_e21	44584	5770	87.1	7997	820	89.7	52581	6590	87.5
Mplatycarpa_589415	Mplatycarpa_589415_e22	47734	5311	88.9	8621	943	89.1	56355	6254	88.9
Mplatycarpa_589415	Mplatycarpa_589415_e23	5696	962	83.1	1136	110	90.3	6832	1072	84.3
Mplatycarpa_589415	Mplatycarpa_589415_e24	68776	7366	89.3	12231	1293	89.4	81007	8659	89.3
Mplatycarpa_589415	Mplatycarpa_589415_e3	1050	248	76.4	222	27	87.8	1272	275	78.4
Mplatycarpa_589415	Mplatycarpa_589415_e4	17449	2951	83.1	3462	352	89.8	20911	3303	84.2
Mplatycarpa_589415	Mplatycarpa_589415_e5	17880	3046	83.0	3418	376	89.0	21298	3422	83.9
Mplatycarpa_589415	Mplatycarpa_589415_e6	658	196	70.2	145	19	86.9	803	215	73.2
Mplatycarpa_589415	Mplatycarpa_589415_e7	3568	625	82.5	727	66	90.9	4295	691	83.9
Mplatycarpa_589415	Mplatycarpa_589415_e8	46500	6899	85.2	8678	945	89.1	55178	7844	85.8
Mplatycarpa_589415	Mplatycarpa_589415_e9	97818	19365	80.2	16785	1993	88.1	114603	21358	81.4
Mplatycarpa_589415	Mplatycarpa_589415_sim_e1	13303	348	97.4	1482	2	99.9	14785	350	97.6
Mplatycarpa_589415	Mplatycarpa_589415_sim_e10	507	12	97.6	56	0	100.0	563	12	97.9
Mplatycarpa_589415	Mplatycarpa_589415_sim_e11	530	14	97.4	71	1	98.6	601	15	97.5
Mplatycarpa_589415	Mplatycarpa_589415_sim_e12	497	15	97.0	52	0	100.0	549	15	97.3
Mplatycarpa_589415	Mplatycarpa_589415_sim_e2	13306	370	97.2	1499	5	99.7	14805	375	97.5
Mplatycarpa_589415	Mplatycarpa_589415_sim_e3	13569	337	97.5	1535	3	99.8	15104	340	97.7
Mplatycarpa_589415	Mplatycarpa_589415_sim_e4	206061	2738	98.7	26070	4	100.0	232131	2742	98.8
Mplatycarpa_589415	Mplatycarpa_589415_sim_e5	206235	2695	98.7	26297	9	100.0	232532	2704	98.8
Mplatycarpa_589415	Mplatycarpa_589415_sim_e6	205853	2678	98.7	26299	6	100.0	232152	2684	98.8
Mplatycarpa_589415	Mplatycarpa_589415_sim_e7	272859	1350	99.5	35028	1	100.0	307887	1351	99.6
Mplatycarpa_589415	Mplatycarpa_589415_sim_e8	272452	1420	99.5	34921	2	100.0	307373	1422	99.5
Mplatycarpa_589415	Mplatycarpa_589415_sim_e9	272618	1392	99.5	35067	6	100.0	307685	1398	99.5
Msargentii_589400	Msargentii_589400_e1	36178	2809	92.2	35273	5224	85.2	71451	8033	88.8
Msargentii_589400	Msargentii_589400_e10	46718	2693	94.2	37498	1153	96.9	84216	3846	95.4
Msargentii_589400	Msargentii_589400_e11	45340	2350	94.8	35982	1188	96.7	81322	3538	95.6
Msargentii_589400	Msargentii_589400_e12	49287	2595	94.7	39109	1205	96.9	88396	3800	95.7
Msargentii_589400	Msargentii_589400_e13	27815	1595	94.3	22199	736	96.7	50014	2331	95.3
Msargentii_589400	Msargentii_589400_e14	7525	550	92.7	6470	207	96.8	13995	757	94.6
Msargentii_589400	Msargentii_589400_e15	53450	3645	93.2	52140	9278	82.2	105590	12923	87.8
Msargentii_589400	Msargentii_589400_e16	13996	858	93.9	11126	339	97.0	25122	1197	95.2
Msargentii_589400	Msargentii_589400_e17	24741	1528	93.8	20021	564	97.2	44762	2092	95.3
Msargentii_589400	Msargentii_589400_e18	8227	471	94.3	8493	2366	72.1	16720	2837	83.0
Msargentii_589400	Msargentii_589400_e19	52122	2747	94.7	41536	1106	97.3	93658	3853	95.9
Msargentii_589400	Msargentii_589400_e2	35867	1715	95.2	37220	11066	70.3	73087	12781	82.5
Msargentii_589400	Msargentii_589400_e20	45547	2476	94.6	36284	991	97.3	81831	3467	95.8
Msargentii_589400	Msargentii_589400_e21	36624	2071	94.3	29609	851	97.1	66233	2922	95.6
Msargentii_589400	Msargentii_589400_e22	62389	3216	94.8	49939	1330	97.3	112328	4546	96.0
Msargentii_589400	Msargentii_589400_e23	59846	3019	95.0	48662	1393	97.1	108508	4412	95.9
Msargentii_589400	Msargentii_589400_e3	67353	3354	95.0	53421	1735	96.8	120774	5089	95.8
Msargentii_589400	Msargentii_589400_e4	47065	2874	93.9	45021	9243	79.5	92086	12117	86.8
Msargentii_589400	Msargentii_589400_e5	42866	883	97.9	36907	21152	42.7	79773	22035	72.4
Msargentii_589400	Msargentii_589400_e6	43852	1972	95.5	45341	14020	69.1	89193	15992	82.1
Msargentii_589400	Msargentii_589400_e7	72766	4491	93.8	69064	13193	80.9	141830	17684	87.5
Msargentii_589400	Msargentii_589400_e8	16387	3388	79.3	23549	9834	58.2	39936	13222	66.9
Msargentii_589400	Msargentii_589400_e9	23375	1539	93.4	19725	521	97.4	43100	2060	95.2
Msargentii_589400	Msargentii_589400_sim_e1	24987	528	97.9	11975	13	99.9	36962	541	98.5
Msargentii_589400	Msargentii_589400_sim_e10	2469	79	96.8	960	2	99.8	3429	81	97.6
Msargentii_589400	Msargentii_589400_sim_e11	2549	77	97.0	1047	2	99.8	3596	79	97.8
Msargentii_589400	Msargentii_589400_sim_e12	2458	69	97.2	979	3	99.7	3437	72	97.9
Msargentii_589400	Msargentii_589400_sim_e2	24553	522	97.9	11974	12	99.9	36527	534	98.5
Msargentii_589400	Msargentii_589400_sim_e3	24874	496	98.0	11823	7	99.9	36697	503	98.6
Msargentii_589400	Msargentii_589400_sim_e4	160529	1194	99.3	93577	7	100.0	254106	1201	99.5
Msargentii_589400	Msargentii_589400_sim_e5	160974	1240	99.2	93571	10	100.0	254545	1250	99.5
Msargentii_589400	Msargentii_589400_sim_e6	160936	1243	99.2	93405	15	100.0	254341	1258	99.5
Msargentii_589400	Msargentii_589400_sim_e7	201510	578	99.7	116033	5	100.0	317543	583	99.8
Msargentii_589400	Msargentii_589400_sim_e8	201980	554	99.7	115663	7	100.0	317643	561	99.8
Msargentii_589400	Msargentii_589400_sim_e9	201971	561	99.7	115343	8	100.0	317314	569	99.8
Mspectabilis_588917	Mspectabilis_588917_e1	42723	11144	73.9	46787	33227	29.0	89510	44371	50.4
Mspectabilis_588917	Mspectabilis_588917_e10	3392	1165	65.7	2552	1500	41.2	5944	2665	55.2
Mspectabilis_588917	Mspectabilis_588917_e11	16303	5133	68.5	17196	12052	29.9	33499	17185	48.7
Mspectabilis_588917	Mspectabilis_588917_e12	3425	908	73.5	3556	2460	30.8	6981	3368	51.8
Mspectabilis_588917	Mspectabilis_588917_e13	19655	5194	73.6	18372	12232	33.4	38027	17426	54.2
Mspectabilis_588917	Mspectabilis_588917_e14	24579	5430	77.9	18165	10715	41.0	42744	16145	62.2
Mspectabilis_588917	Mspectabilis_588917_e15	66624	12242	81.6	52194	31135	40.3	118818	43377	63.5
Mspectabilis_588917	Mspectabilis_588917_e16	649	264	59.3	641	403	37.1	1290	667	48.3
Mspectabilis_588917	Mspectabilis_588917_e17	23347	8259	64.6	21098	13659	35.3	44445	21918	50.7
Mspectabilis_588917	Mspectabilis_588917_e18	11309	2488	78.0	8427	4898	41.9	19736	7386	62.6
Mspectabilis_588917	Mspectabilis_588917_e19	31054	5761	81.4	19067	10876	43.0	50121	16637	66.8
Mspectabilis_588917	Mspectabilis_588917_e2	17052	2925	82.8	11954	7064	40.9	29006	9989	65.6
Mspectabilis_588917	Mspectabilis_588917_e20	36398	8604	76.4	30293	17348	42.7	66691	25952	61.1
Mspectabilis_588917	Mspectabilis_588917_e21	57	22	61.4	71	45	36.6	128	67	47.7
Mspectabilis_588917	Mspectabilis_588917_e22	1409	297	78.9	898	513	42.9	2307	810	64.9
Mspectabilis_588917	Mspectabilis_588917_e23	43587	10118	76.8	45097	31099	31.0	88684	41217	53.5
Mspectabilis_588917	Mspectabilis_588917_e24	124	58	53.2	88	53	39.8	212	111	47.6
Mspectabilis_588917	Mspectabilis_588917_e3	62001	10313	83.4	44494	26219	41.1	106495	36532	65.7
Mspectabilis_588917	Mspectabilis_588917_e4	82090	12872	84.3	61021	36581	40.1	143111	49453	65.4
Mspectabilis_588917	Mspectabilis_588917_e5	102824	20784	79.8	88189	54787	37.9	191013	75571	60.4
Mspectabilis_588917	Mspectabilis_588917_e6	50466	13889	72.5	59997	43356	27.7	110463	57245	48.2
Mspectabilis_588917	Mspectabilis_588917_e7	57136	15322	73.2	59986	41283	31.2	117122	56605	51.7
Mspectabilis_588917	Mspectabilis_588917_e8	50403	9383	81.4	33922	18764	44.7	84325	28147	66.6
Mspectabilis_588917	Mspectabilis_588917_e9	5297	1617	69.5	5510	3777	31.5	10807	5394	50.1
Mspectabilis_588917	Mspectabilis_588917_sim_e1	52357	1068	98.0	11640	11	99.9	63997	1079	98.3
Mspectabilis_588917	Mspectabilis_588917_sim_e10	5119	145	97.2	936	0	100.0	6055	145	97.6
Mspectabilis_588917	Mspectabilis_588917_sim_e11	5146	163	96.8	913	2	99.8	6059	165	97.3
Mspectabilis_588917	Mspectabilis_588917_sim_e12	4849	142	97.1	922	1	99.9	5771	143	97.5
Mspectabilis_588917	Mspectabilis_588917_sim_e2	52163	1112	97.9	11531	7	99.9	63694	1119	98.2
Mspectabilis_588917	Mspectabilis_588917_sim_e3	52155	1089	97.9	11558	6	99.9	63713	1095	98.3
Mspectabilis_588917	Mspectabilis_588917_sim_e4	279179	1875	99.3	69356	11	100.0	348535	1886	99.5
Mspectabilis_588917	Mspectabilis_588917_sim_e5	279558	1877	99.3	68980	12	100.0	348538	1889	99.5
Mspectabilis_588917	Mspectabilis_588917_sim_e6	279882	1861	99.3	69152	16	100.0	349034	1877	99.5
Mspectabilis_588917	Mspectabilis_588917_sim_e7	324650	919	99.7	83165	4	100.0	407815	923	99.8
Mspectabilis_588917	Mspectabilis_588917_sim_e8	323943	888	99.7	83643	11	100.0	407586	899	99.8
Mspectabilis_588917	Mspectabilis_588917_sim_e9	324603	901	99.7	83204	8	100.0	407807	909	99.8
Mtoringoides_588930	Mtoringoides_588930_e1	6532	433	93.4	1041	54	94.8	7573	487	93.6
Mtoringoides_588930	Mtoringoides_588930_e10	4826	522	89.2	1754	939	46.5	6580	1461	77.8
Mtoringoides_588930	Mtoringoides_588930_e11	2729	332	87.8	783	338	56.8	3512	670	80.9
Mtoringoides_588930	Mtoringoides_588930_e12	30777	2126	93.1	6766	2142	68.3	37543	4268	88.6
Mtoringoides_588930	Mtoringoides_588930_e13	40737	8407	79.4	6709	513	92.4	47446	8920	81.2
Mtoringoides_588930	Mtoringoides_588930_e14	32	12	62.5	11	2	81.8	43	14	67.4
Mtoringoides_588930	Mtoringoides_588930_e15	35175	2816	92.0	11009	6118	44.4	46184	8934	80.7
Mtoringoides_588930	Mtoringoides_588930_e16	55	8	85.5	27	9	66.7	82	17	79.3
Mtoringoides_588930	Mtoringoides_588930_e17	10402	1619	84.4	4162	2382	42.8	14564	4001	72.5
Mtoringoides_588930	Mtoringoides_588930_e18	69102	13762	80.1	11356	561	95.1	80458	14323	82.2
Mtoringoides_588930	Mtoringoides_588930_e19	1871	173	90.8	475	152	68.0	2346	325	86.1
Mtoringoides_588930	Mtoringoides_588930_e2	4403	803	81.8	1610	768	52.3	6013	1571	73.9
Mtoringoides_588930	Mtoringoides_588930_e20	28961	2905	90.0	8418	4544	46.0	37379	7449	80.1
Mtoringoides_588930	Mtoringoides_588930_e21	109752	5475	95.0	22814	7752	66.0	132566	13227	90.0
Mtoringoides_588930	Mtoringoides_588930_e22	1324	275	79.2	575	304	47.1	1899	579	69.5
Mtoringoides_588930	Mtoringoides_588930_e23	29672	6259	78.9	9212	4286	53.5	38884	10545	72.9
Mtoringoides_588930	Mtoringoides_588930_e3	552	126	77.2	205	84	59.0	757	210	72.3
Mtoringoides_588930	Mtoringoides_588930_e4	36295	1903	94.8	5440	245	95.5	41735	2148	94.9
Mtoringoides_588930	Mtoringoides_588930_e5	426	33	92.3	104	28	73.1	530	61	88.5
Mtoringoides_588930	Mtoringoides_588930_e6	1436	374	74.0	631	385	39.0	2067	759	63.3
Mtoringoides_588930	Mtoringoides_588930_e7	64820	2872	95.6	14934	5959	60.1	79754	8831	88.9
Mtoringoides_588930	Mtoringoides_588930_e8	22570	1899	91.6	7416	4230	43.0	29986	6129	79.6
Mtoringoides_588930	Mtoringoides_588930_e9	330	41	87.6	128	51	60.2	458	92	79.9
Mtoringoides_588930	Mtoringoides_588930_sim_e1	24290	518	97.9	2193	4	99.8	26483	522	98.0
Mtoringoides_588930	Mtoringoides_588930_sim_e10	1452	44	97.0	112	1	99.1	1564	45	97.1
Mtoringoides_588930	Mtoringoides_588930_sim_e11	1432	33	97.7	125	0	100.0	1557	33	97.9
Mtoringoides_588930	Mtoringoides_588930_sim_e12	1365	38	97.2	118	1	99.2	1483	39	97.4
Mtoringoides_588930	Mtoringoides_588930_sim_e2	24407	518	97.9	2248	11	99.5	26655	529	98.0
Mtoringoides_588930	Mtoringoides_588930_sim_e3	24566	551	97.8	2148	12	99.4	26714	563	97.9
Mtoringoides_588930	Mtoringoides_588930_sim_e4	261029	3228	98.8	26427	37	99.9	287456	3265	98.9
Mtoringoides_588930	Mtoringoides_588930_sim_e5	260170	3276	98.7	26723	39	99.9	286893	3315	98.8
Mtoringoides_588930	Mtoringoides_588930_sim_e6	260383	3277	98.7	26223	30	99.9	286606	3307	98.8
Mtoringoides_588930	Mtoringoides_588930_sim_e7	337080	2703	99.2	34691	22	99.9	371771	2725	99.3
Mtoringoides_588930	Mtoringoides_588930_sim_e8	337163	2630	99.2	34844	26	99.9	372007	2656	99.3
Mtoringoides_588930	Mtoringoides_588930_sim_e9	337192	2640	99.2	34551	24	99.9	371743	2664	99.3
